id;Entity;Code;Year;share of renewables
Central America (BP)-2000;Central America (BP);;2000;25.005505
Central America (BP)-2001;Central America (BP);;2001;22.210005
Central America (BP)-2002;Central America (BP);;2002;23.18854
Central America (BP)-2003;Central America (BP);;2003;23.09387
Central America (BP)-2004;Central America (BP);;2004;23.649473
Central America (BP)-2005;Central America (BP);;2005;25.031773
Central America (BP)-2006;Central America (BP);;2006;24.877857
Central America (BP)-2007;Central America (BP);;2007;24.036945
Central America (BP)-2008;Central America (BP);;2008;25.583067
Central America (BP)-2009;Central America (BP);;2009;25.323349
Central America (BP)-2010;Central America (BP);;2010;27.258286
Central America (BP)-2011;Central America (BP);;2011;25.818153
Central America (BP)-2012;Central America (BP);;2012;27.097425
Central America (BP)-2013;Central America (BP);;2013;26.951118
Central America (BP)-2014;Central America (BP);;2014;26.720015
Central America (BP)-2015;Central America (BP);;2015;26.518682
Central America (BP)-2016;Central America (BP);;2016;26.774618
Central America (BP)-2017;Central America (BP);;2017;28.883213
Central America (BP)-2018;Central America (BP);;2018;30.603235
Central America (BP)-2019;Central America (BP);;2019;26.696873
Central America (BP)-2020;Central America (BP);;2020;32.442505
Central America (BP)-2021;Central America (BP);;2021;31.522322
Chile-1965;Chile;CHL;1965;16.010857
Chile-1966;Chile;CHL;1966;15.744313
Chile-1967;Chile;CHL;1967;15.76555
Chile-1968;Chile;CHL;1968;13.261512
Chile-1969;Chile;CHL;1969;13.893923
Chile-1970;Chile;CHL;1970;14.088003
Chile-1971;Chile;CHL;1971;14.758605
Chile-1972;Chile;CHL;1972;16.941067
Chile-1973;Chile;CHL;1973;17.183693
Chile-1974;Chile;CHL;1974;19.690105
Chile-1975;Chile;CHL;1975;21.933805
Chile-1976;Chile;CHL;1976;21.624561
Chile-1977;Chile;CHL;1977;22.024628
Chile-1978;Chile;CHL;1978;21.673307
Chile-1979;Chile;CHL;1979;21.54592
Chile-1980;Chile;CHL;1980;22.060732
Chile-1981;Chile;CHL;1981;22.26287
Chile-1982;Chile;CHL;1982;26.589516
Chile-1983;Chile;CHL;1983;28.068626
Chile-1984;Chile;CHL;1984;27.7989
Chile-1985;Chile;CHL;1985;30.296179
Chile-1986;Chile;CHL;1986;31.164711
Chile-1987;Chile;CHL;1987;32.0948
Chile-1988;Chile;CHL;1988;28.36174
Chile-1989;Chile;CHL;1989;21.771547
Chile-1990;Chile;CHL;1990;18.957916
Chile-1991;Chile;CHL;1991;24.084661
Chile-1992;Chile;CHL;1992;28.35539
Chile-1993;Chile;CHL;1993;27.52927
Chile-1994;Chile;CHL;1994;25.954523
Chile-1995;Chile;CHL;1995;26.028479
Chile-1996;Chile;CHL;1996;22.551899
Chile-1997;Chile;CHL;1997;21.909548
Chile-1998;Chile;CHL;1998;18.059258
Chile-1999;Chile;CHL;1999;15.275815
Chile-2000;Chile;CHL;2000;19.573402
Chile-2001;Chile;CHL;2001;22.04736
Chile-2002;Chile;CHL;2002;22.61727
Chile-2003;Chile;CHL;2003;22.010809
Chile-2004;Chile;CHL;2004;19.768446
Chile-2005;Chile;CHL;2005;22.415243
Chile-2006;Chile;CHL;2006;22.566658
Chile-2007;Chile;CHL;2007;18.706137
Chile-2008;Chile;CHL;2008;20.915377
Chile-2009;Chile;CHL;2009;21.777431
Chile-2010;Chile;CHL;2010;19.264341
Chile-2011;Chile;CHL;2011;17.502325
Chile-2012;Chile;CHL;2012;18.09596
Chile-2013;Chile;CHL;2013;18.432415
Chile-2014;Chile;CHL;2014;20.193163
Chile-2015;Chile;CHL;2015;21.427673
Chile-2016;Chile;CHL;2016;19.706335
Chile-2017;Chile;CHL;2017;22.405031
Chile-2018;Chile;CHL;2018;24.343296
Chile-2019;Chile;CHL;2019;24.144995
Chile-2020;Chile;CHL;2020;26.557531
Chile-2021;Chile;CHL;2021;26.518875
China-1965;China;CHN;1965;4.253407
China-1966;China;CHN;1966;3.9831228
China-1967;China;CHN;1967;3.818398
China-1968;China;CHN;1968;4.458871
China-1969;China;CHN;1969;3.7274022
China-1970;China;CHN;1970;3.0095923
China-1971;China;CHN;1971;3.0704048
China-1972;China;CHN;1972;3.2275975
China-1973;China;CHN;1973;3.417015
China-1974;China;CHN;1974;3.7493546
China-1975;China;CHN;1975;3.5038238
China-1976;China;CHN;1976;3.3725684
China-1977;China;CHN;1977;3.228714
China-1978;China;CHN;1978;2.7594638
China-1979;China;CHN;1979;3.0088992
China-1980;China;CHN;1980;3.5661976
China-1981;China;CHN;1981;4.066497
China-1982;China;CHN;1982;4.4212723
China-1983;China;CHN;1983;4.8234906
China-1984;China;CHN;1984;4.515455
China-1985;China;CHN;1985;4.44183
China-1986;China;CHN;1986;4.3385277
China-1987;China;CHN;1987;4.2555475
China-1988;China;CHN;1988;4.3230724
China-1989;China;CHN;1989;4.468027
China-1990;China;CHN;1990;4.7236676
China-1991;China;CHN;1991;4.424778
China-1992;China;CHN;1992;4.4127016
China-1993;China;CHN;1993;4.7578607
China-1994;China;CHN;1994;4.952474
China-1995;China;CHN;1995;5.55382
China-1996;China;CHN;1996;5.143133
China-1997;China;CHN;1997;5.361734
China-1998;China;CHN;1998;5.4277782
China-1999;China;CHN;1999;5.188286
China-2000;China;CHN;2000;5.656925
China-2001;China;CHN;2001;6.618624
China-2002;China;CHN;2002;6.2804885
China-2003;China;CHN;2003;5.3011093
China-2004;China;CHN;2004;5.60094
China-2005;China;CHN;2005;5.554481
China-2006;China;CHN;2006;5.5779824
China-2007;China;CHN;2007;5.718535
China-2008;China;CHN;2008;7.268667
China-2009;China;CHN;2009;6.9355316
China-2010;China;CHN;2010;7.615998
China-2011;China;CHN;2011;7.084204
China-2012;China;CHN;2012;8.522597
China-2013;China;CHN;2013;8.959421
China-2014;China;CHN;2014;10.19733
China-2015;China;CHN;2015;10.787498
China-2016;China;CHN;2016;11.530947
China-2017;China;CHN;2017;12.138821
China-2018;China;CHN;2018;12.807393
China-2019;China;CHN;2019;13.51596
China-2020;China;CHN;2020;14.242872
China-2021;China;CHN;2021;14.946244
Colombia-1965;Colombia;COL;1965;11.788209
Colombia-1966;Colombia;COL;1966;12.017394
Colombia-1967;Colombia;COL;1967;12.580107
Colombia-1968;Colombia;COL;1968;13.300462
Colombia-1969;Colombia;COL;1969;14.526139
Colombia-1970;Colombia;COL;1970;14.817516
Colombia-1971;Colombia;COL;1971;15.987799
Colombia-1972;Colombia;COL;1972;15.767954
Colombia-1973;Colombia;COL;1973;17.170427
Colombia-1974;Colombia;COL;1974;17.39551
Colombia-1975;Colombia;COL;1975;19.235607
Colombia-1976;Colombia;COL;1976;19.407125
Colombia-1977;Colombia;COL;1977;19.36701
